itemId,userId,rating
2355,200747,4.0
708,200747,3.5
2791,200747,3.5
8961,200747,3.5
1246,200747,4.0
2791,200747,3.5
4886,200747,5.0
3114,200747,4.5
318,200747,4.5
1961,200747,4.0
527,200747,4.0
8961,200747,3.5
19,200747,1.5
708,200747,3.5
745,200747,4.5
2959,200747,0.5
318,200747,4.5
3114,200747,4.5
350,200747,3.0
19,200747,1.5
653,200747,3.5
1961,200747,4.0
350,200747,3.0
2355,200747,4.0
653,200747,3.5
508,200747,4.5
4226,200747,4.0
527,200747,4.0
3,200747,3.0
1374,200747,2.5
4995,200747,4.0
4226,200747,4.0
3,200747,3.0
508,200747,4.5
186,139304,2.5
543,139304,3.0
2324,139304,5.0
342,139304,2.5
2617,139304,0.5
1358,139304,5.0
543,139304,3.0
2395,139304,3.5
158,139304,3.0
158,139304,3.0
2324,139304,5.0
1358,139304,5.0
342,139304,2.5
186,139304,2.5
2395,139304,3.5
2617,139304,0.5
783,90154,3.5
783,90154,3.5
924,28717,4.5
924,28717,4.5
1645,61486,4.0
1968,61486,5.0
1645,61486,4.0
1968,61486,5.0
110,143404,5.0
1721,143404,5.0
110,143404,5.0
527,143404,5.0
527,143404,5.0
1968,143404,5.0
1721,143404,5.0
480,143404,4.0
1968,143404,5.0
480,143404,4.0
74458,213037,3.5
74458,213037,3.5
318,213037,5.0
110,213037,3.5
6016,213037,4.0
296,213037,5.0
8961,213037,3.0
5995,213037,4.0
293,213037,3.0
4011,213037,3.5
58559,213037,5.0
6016,213037,4.0
68954,213037,3.0
912,213037,5.0
912,213037,5.0
58559,213037,5.0
260,213037,4.0
296,213037,5.0
5995,213037,4.0
3578,213037,4.5
110,213037,3.5
293,213037,3.0
318,213037,5.0
8961,213037,3.0
4011,213037,3.5
4886,213037,3.5
4995,213037,4.5
3578,213037,4.5
260,213037,4.0
68954,213037,3.0
2959,213037,5.0
4995,213037,4.5
8368,213037,3.5
2959,213037,5.0
8368,213037,3.5
4886,213037,3.5
46578,16431,5.0
46578,16431,5.0
527,16431,3.5
318,16431,4.0
527,16431,3.5
318,16431,4.0
912,167981,5.0
912,167981,5.0
1610,229420,4.0
1610,229420,4.0
11,200755,3.0
586,200755,2.0
236,200755,3.0
19,200755,1.0
19,200755,1.0
586,200755,2.0
3,200755,3.0
587,200755,3.0
253,200755,3.0
333,200755,3.0
11,200755,3.0
480,200755,2.0
339,200755,3.0
2,200755,1.0
318,200755,5.0
349,200755,3.0
231,200755,2.0
260,200755,2.0
318,200755,5.0
551,200755,4.0
442,200755,3.0
592,200755,3.0
500,200755,3.0
594,200755,3.0
1073,200755,3.0
480,200755,2.0
5,200755,3.0
597,200755,3.0
500,200755,3.0
377,200755,3.0
296,200755,3.0
344,200755,1.0
592,200755,3.0
350,200755,3.0
111,200755,4.0
349,200755,3.0
435,200755,1.0
350,200755,3.0
597,200755,3.0
497,200755,2.0
543,200755,3.0
442,200755,3.0
253,200755,3.0
551,200755,4.0
344,200755,1.0
296,200755,3.0
440,200755,4.0
339,200755,3.0
435,200755,1.0
539,200755,4.0
260,200755,2.0
153,200755,2.0
377,200755,3.0
1073,200755,3.0
2,200755,1.0
5,200755,3.0
497,200755,2.0
231,200755,2.0
440,200755,4.0
587,200755,3.0
457,200755,2.0
539,200755,4.0
153,200755,2.0
594,200755,3.0
111,200755,4.0
3,200755,3.0
543,200755,3.0
457,200755,2.0
236,200755,3.0
333,200755,3.0
1909,225330,1.5
44191,225330,3.0
2006,225330,2.5
1954,225330,2.5
1909,225330,1.5
1954,225330,2.5
44191,225330,3.0
2006,225330,2.5
1282,16436,5.0
3114,16436,3.0
2355,16436,3.0
4886,16436,4.0
3114,16436,3.0
4995,16436,2.0
2355,16436,3.0
1394,16436,4.0
1282,16436,5.0
1394,16436,4.0
5618,16436,5.0
5618,16436,5.0
1968,16436,3.0
4886,16436,4.0
4995,16436,2.0
1968,16436,3.0
4025,213045,3.5
8961,213045,5.0
8961,213045,5.0
4025,213045,3.5
924,8250,5.0
750,8250,5.0
750,8250,5.0
912,8250,5.0
912,8250,5.0
924,8250,5.0
2028,24635,5.0
3101,24635,3.0
2028,24635,5.0
3101,24635,3.0
3578,81981,4.5
4993,81981,4.0
4993,81981,4.0
3578,81981,4.5
318,81981,5.0
858,81981,4.0
318,81981,5.0
858,81981,4.0
1407,20541,3.0
1407,20541,3.0
4886,167996,5.0
1639,167996,5.0
480,167996,2.0
1639,167996,5.0
2028,167996,4.0
4886,167996,5.0
2028,167996,4.0
480,167996,2.0
527,167996,5.0
527,167996,5.0
1073,168003,3.0
1073,168003,3.0
6,168003,4.0
25,168003,4.0
648,168003,2.0
648,168003,2.0
25,168003,4.0
608,168003,5.0
6,168003,4.0
608,168003,5.0
593,32834,5.0
3101,32834,2.0
1968,32834,3.0
1374,32834,4.0
608,32834,5.0
1090,32834,4.0
2,32834,5.0
3418,32834,1.0
1127,32834,4.0
2,32834,5.0
317,32834,4.0
316,32834,3.0
1127,32834,4.0
593,32834,5.0
1961,32834,4.0
2028,32834,4.0
1961,32834,4.0
2028,32834,4.0
1394,32834,5.0
858,32834,5.0
1374,32834,4.0
592,32834,1.0
3101,32834,2.0
318,32834,5.0
1246,32834,3.0
2003,32834,3.0
260,32834,3.0
592,32834,1.0
541,32834,4.0
1246,32834,3.0
2003,32834,3.0
318,32834,5.0
1259,32834,4.0
1252,32834,1.0
858,32834,5.0
2100,32834,4.0
541,32834,4.0
1090,32834,4.0
1394,32834,5.0
1252,32834,1.0
317,32834,4.0
260,32834,3.0
2100,32834,4.0
1259,32834,4.0
3418,32834,1.0
608,32834,5.0
1968,32834,3.0
316,32834,3.0
1285,122947,3.5
1673,122947,2.5
2657,122947,4.0
2001,122947,2.0
4034,122947,3.5
1777,122947,3.5
2699,122947,3.0
4034,122947,3.5
3101,122947,3.0
2001,122947,2.0
2699,122947,3.0
1285,122947,3.5
3101,122947,3.0
1777,122947,3.5
2657,122947,4.0
1673,122947,2.5
596,221255,1.0
1250,221255,4.5
158,221255,1.5
596,221255,1.0
2657,221255,4.0
783,221255,0.5
783,221255,0.5
1250,221255,4.5
2657,221255,4.0
1673,221255,3.5
158,221255,1.5
3101,221255,4.0
1673,221255,3.5
953,221255,4.0
953,221255,4.0
1380,221255,2.5
3101,221255,4.0
2692,221255,3.5
2692,221255,3.5
1380,221255,2.5
4226,118855,4.0
6016,118855,5.0
25,118855,4.5
4226,118855,4.0
318,118855,5.0
25,118855,4.5
858,118855,5.0
318,118855,5.0
6016,118855,5.0
858,118855,5.0
2302,254021,4.0
3175,254021,4.5
3175,254021,4.5
1639,254021,4.5
2302,254021,4.0
1639,254021,4.5
1909,254021,0.5
1909,254021,0.5
4993,155722,5.0
318,155722,5.0
318,155722,5.0
8368,155722,4.0
4993,155722,5.0
8368,155722,4.0
2701,4171,0.5
2005,4171,4.0
910,4171,3.5
2005,4171,4.0
2701,4171,0.5
910,4171,3.5
4993,233544,3.5
5618,233544,5.0
3578,233544,4.5
58559,233544,4.0
45722,233544,4.0
253,233544,5.0
5618,233544,5.0
4025,233544,3.0
58559,233544,4.0
6934,233544,3.5
45722,233544,4.0
4993,233544,3.5
253,233544,5.0
4025,233544,3.0
6934,233544,3.5
3578,233544,4.5
158,77902,4.0
858,77902,4.0
8961,77902,4.5
858,77902,4.0
2701,77902,3.5
2701,77902,3.5
58,77902,4.5
805,77902,4.5
8961,77902,4.5
58559,77902,4.5
68954,77902,4.0
4995,77902,4.0
805,77902,4.5
5618,77902,4.5
912,77902,4.5
158,77902,4.0
68954,77902,4.0
58,77902,4.5
5618,77902,4.5
4995,77902,4.0
58559,77902,4.5
912,77902,4.5
21,41041,3.0
454,41041,4.0
454,41041,4.0
597,41041,4.0
480,41041,4.0
150,41041,4.0
160,41041,3.0
21,41041,3.0
168,41041,3.0
434,41041,3.0
527,41041,4.0
440,41041,3.0
434,41041,3.0
457,41041,4.0
457,41041,4.0
316,41041,4.0
62,41041,4.0
587,41041,3.0
364,41041,4.0
350,41041,3.0
497,41041,4.0
497,41041,4.0
586,41041,3.0
595,41041,3.0
339,41041,4.0
165,41041,3.0
165,41041,3.0
539,41041,4.0
590,41041,3.0
588,41041,3.0
480,41041,4.0
597,41041,4.0
150,41041,4.0
316,41041,4.0
161,41041,4.0
168,41041,3.0
339,41041,4.0
349,41041,4.0
110,41041,4.0
588,41041,3.0
11,41041,3.0
17,41041,4.0
236,41041,3.0
410,41041,3.0
364,41041,4.0
329,41041,4.0
350,41041,3.0
586,41041,3.0
410,41041,3.0
500,41041,4.0
317,41041,3.0
587,41041,3.0
317,41041,3.0
161,41041,4.0
440,41041,3.0
17,41041,4.0
236,41041,3.0
539,41041,4.0
500,41041,4.0
329,41041,4.0
160,41041,3.0
110,41041,4.0
349,41041,4.0
527,41041,4.0
595,41041,3.0
62,41041,4.0
11,41041,3.0
590,41041,3.0
3578,94291,3.0
2011,94291,3.0
1374,94291,2.0
1374,94291,2.0
592,94291,2.5
1265,94291,5.0
318,94291,4.5
2762,94291,4.0
1639,94291,2.0
223,94291,2.0
590,94291,3.5
4886,94291,5.0
2011,94291,3.0
4973,94291,4.5
4995,94291,4.0
593,94291,4.5
380,94291,4.0
497,94291,4.0
5618,94291,4.0
4886,94291,5.0
223,94291,2.0
1639,94291,2.0
380,94291,4.0
2692,94291,5.0
780,94291,2.5
553,94291,4.0
3081,94291,4.0
4973,94291,4.5
783,94291,3.5
2692,94291,5.0
4995,94291,4.0
3176,94291,4.5
4993,94291,5.0
2268,94291,2.5
110,94291,3.5
4226,94291,5.0
3052,94291,5.0
457,94291,4.5
5618,94291,4.0
3578,94291,3.0
2268,94291,2.5
1265,94291,5.0
3052,94291,5.0
2355,94291,3.5
466,94291,3.5
480,94291,3.5
551,94291,2.5
783,94291,3.5
593,94291,4.5
592,94291,2.5
296,94291,4.5
551,94291,2.5
1485,94291,2.5
457,94291,4.5
3081,94291,4.0
253,94291,3.0
318,94291,4.5
466,94291,3.5
2355,94291,3.5
2762,94291,4.0
110,94291,3.5
590,94291,3.5
296,94291,4.5
3176,94291,4.5
4993,94291,5.0
253,94291,3.0
553,94291,4.0
1485,94291,2.5
497,94291,4.0
780,94291,2.5
480,94291,3.5
4226,94291,5.0
1387,61525,5.0
858,61525,4.0
1387,61525,5.0
858,61525,4.0
4993,131166,5.0
4993,131166,5.0
74458,8285,5.0
318,8285,5.0
110,8285,5.0
296,8285,5.0
2959,8285,5.0
260,8285,5.0
110,8285,5.0
527,8285,4.5
541,8285,5.0
296,8285,5.0
8665,8285,3.0
58559,8285,5.0
260,8285,5.0
541,8285,5.0
527,8285,4.5
8665,8285,3.0
2959,8285,5.0
3578,8285,5.0
3578,8285,5.0
593,8285,5.0
318,8285,5.0
4993,8285,5.0
858,8285,5.0
44191,8285,5.0
44191,8285,5.0
858,8285,5.0
593,8285,5.0
4993,8285,5.0
74458,8285,5.0
58559,8285,5.0
2395,24673,1.0
2395,24673,1.0
2001,45153,4.0
2001,45153,4.0
1722,45153,4.5
1722,45153,4.5
1673,45153,4.0
1673,45153,4.0
2028,147552,1.0
1610,147552,3.0
1610,147552,3.0
2028,147552,1.0
1407,262246,4.0
1407,262246,4.0
2324,225383,3.5
318,225383,5.0
2324,225383,3.5
318,225383,5.0
339,245863,4.0
25,245863,4.0
858,245863,1.0
25,245863,4.0
858,245863,1.0
110,245863,1.0
339,245863,4.0
1777,245863,3.0
1777,245863,3.0
110,245863,1.0
3176,270433,4.0
3160,270433,3.0
3160,270433,3.0
3176,270433,4.0
260,168042,2.5
68954,168042,3.0
68954,168042,3.0
260,168042,2.5
380,213097,3.0
296,213097,5.0
457,213097,4.0
296,213097,5.0
593,213097,5.0
165,213097,5.0
349,213097,3.0
595,213097,3.0
434,213097,4.0
457,213097,4.0
595,213097,3.0
231,213097,3.0
292,213097,3.0
110,213097,3.0
590,213097,3.0
153,213097,4.0
318,213097,3.0
316,213097,3.0
380,213097,3.0
480,213097,5.0
339,213097,3.0
588,213097,5.0
434,213097,4.0
318,213097,3.0
329,213097,3.0
593,213097,5.0
480,213097,5.0
590,213097,3.0
329,213097,3.0
150,213097,4.0
153,213097,4.0
150,213097,4.0
588,213097,5.0
592,213097,4.0
161,213097,4.0
292,213097,3.0
161,213097,4.0
592,213097,4.0
231,213097,3.0
110,213097,3.0
339,213097,3.0
349,213097,3.0
165,213097,5.0
316,213097,3.0
1961,233576,5.0
1961,233576,5.0
1377,127090,4.5
6373,127090,3.0
8961,127090,4.5
1377,127090,4.5
8961,127090,4.5
6373,127090,3.0
592,127090,1.5
592,127090,1.5
58559,12406,4.0
318,12406,5.0
318,12406,5.0
912,12406,3.5
912,12406,3.5
750,12406,4.0
58559,12406,4.0
750,12406,4.0
780,270460,3.5
380,270460,3.0
750,270460,4.5
2355,270460,2.5
377,270460,3.0
4993,270460,4.0
608,270460,3.5
858,270460,3.5
377,270460,3.0
364,270460,5.0
153,270460,2.5
44191,270460,3.0
595,270460,2.5
364,270460,5.0
592,270460,4.0
110,270460,3.0
457,270460,4.0
592,270460,4.0
4973,270460,5.0
858,270460,3.5
2005,270460,5.0
480,270460,4.0
4973,270460,5.0
260,270460,5.0
44191,270460,3.0
527,270460,4.0
4995,270460,3.0
2028,270460,3.5
296,270460,5.0
593,270460,3.5
588,270460,3.0
648,270460,4.0
4886,270460,4.5
593,270460,3.5
588,270460,3.0
745,270460,4.0
648,270460,4.0
2005,270460,5.0
68954,270460,4.5
4886,270460,4.5
8961,270460,5.0
58559,270460,4.5
5618,270460,5.0
5618,270460,5.0
110,270460,3.0
380,270460,3.0
595,270460,2.5
296,270460,5.0
480,270460,4.0
4226,270460,4.5
318,270460,5.0
8961,270460,5.0
3114,270460,5.0
2959,270460,5.0
3114,270460,5.0
4993,270460,4.0
253,270460,2.5
344,270460,3.0
68954,270460,4.5
2701,270460,2.5
745,270460,4.0
2959,270460,5.0
780,270460,3.5
58559,270460,4.5
3578,270460,4.0
457,270460,4.0
750,270460,4.5
2355,270460,2.5
6016,270460,3.0
2762,270460,4.0
150,270460,3.5
318,270460,5.0
260,270460,5.0
253,270460,2.5
153,270460,2.5
4226,270460,4.5
608,270460,3.5
6016,270460,3.0
344,270460,3.0
150,270460,3.5
2762,270460,4.0
3578,270460,4.0
527,270460,4.0
4995,270460,3.0
2701,270460,2.5
2028,270460,3.5
266,233593,4.0
593,233593,5.0
593,233593,5.0
266,233593,4.0
1408,127101,5.0
924,127101,3.0
223,127101,4.0
266,127101,4.0
1396,127101,4.0
318,127101,5.0
539,127101,3.0
112,127101,3.0
1266,127101,5.0
653,127101,3.0
802,127101,3.0
466,127101,3.0
1394,127101,4.0
1247,127101,5.0
586,127101,3.0
648,127101,3.0
539,127101,3.0
592,127101,1.0
380,127101,3.0
1213,127101,4.0
597,127101,3.0
454,127101,4.0
592,127101,1.0
21,127101,3.0
480,127101,3.0
653,127101,3.0
377,127101,3.0
1073,127101,3.0
1246,127101,3.0
593,127101,4.0
434,127101,3.0
648,127101,3.0
223,127101,4.0
161,127101,4.0
296,127101,4.0
457,127101,3.0
104,127101,1.0
377,127101,3.0
1247,127101,5.0
112,127101,3.0
1393,127101,4.0
442,127101,3.0
1285,127101,3.0
225,127101,4.0
1485,127101,3.0
1073,127101,3.0
924,127101,3.0
260,127101,5.0
236,127101,3.0
25,127101,5.0
253,127101,3.0
1252,127101,4.0
786,127101,3.0
288,127101,3.0
594,127101,5.0
1374,127101,4.0
163,127101,3.0
160,127101,3.0
1485,127101,3.0
1266,127101,5.0
1396,127101,4.0
296,127101,4.0
150,127101,4.0
1370,127101,3.0
805,127101,3.0
185,127101,3.0
786,127101,3.0
597,127101,3.0
1380,127101,3.0
1278,127101,4.0
161,127101,4.0
780,127101,3.0
1376,127101,5.0
1250,127101,5.0
802,127101,3.0
364,127101,4.0
628,127101,4.0
586,127101,3.0
185,127101,3.0
318,127101,5.0
266,127101,4.0
1370,127101,3.0
1246,127101,3.0
805,127101,3.0
288,127101,3.0
596,127101,4.0
1259,127101,3.0
434,127101,3.0
349,127101,3.0
588,127101,3.0
1252,127101,4.0
608,127101,3.0
3,127101,3.0
1250,127101,5.0
165,127101,3.0
235,127101,4.0
541,127101,4.0
5060,127101,3.0
16,127101,4.0
21,127101,3.0
300,127101,4.0
110,127101,4.0
858,127101,5.0
596,127101,4.0
364,127101,4.0
3,127101,3.0
608,127101,3.0
6,127101,3.0
253,127101,3.0
2019,127101,5.0
225,127101,4.0
104,127101,1.0
480,127101,3.0
788,127101,3.0
339,127101,3.0
300,127101,4.0
788,127101,3.0
1259,127101,3.0
858,127101,5.0
380,127101,3.0
454,127101,4.0
494,127101,3.0
1285,127101,3.0
1408,127101,5.0
165,127101,3.0
912,127101,5.0
339,127101,3.0
235,127101,4.0
260,127101,5.0
1265,127101,3.0
1393,127101,4.0
913,127101,5.0
2019,127101,5.0
1394,127101,4.0
913,127101,5.0
442,127101,3.0
16,127101,4.0
1380,127101,3.0
141,127101,3.0
6,127101,3.0
5060,127101,3.0
750,127101,5.0
912,127101,5.0
593,127101,4.0
1213,127101,4.0
231,127101,3.0
750,127101,5.0
160,127101,3.0
349,127101,3.0
527,127101,5.0
141,127101,3.0
1265,127101,3.0
527,127101,5.0
110,127101,4.0
236,127101,3.0
594,127101,5.0
457,127101,3.0
588,127101,3.0
590,127101,3.0
1376,127101,5.0
163,127101,3.0
780,127101,3.0
628,127101,4.0
150,127101,4.0
1278,127101,4.0
541,127101,4.0
25,127101,5.0
231,127101,3.0
466,127101,3.0
590,127101,3.0
1374,127101,4.0
494,127101,3.0
2011,143487,3.0
2011,143487,3.0
2699,73856,1.0
2699,73856,1.0
318,225415,5.0
527,225415,5.0
858,225415,5.0
6016,225415,3.0
5995,225415,4.0
2762,225415,5.0
4973,225415,3.0
2959,225415,4.0
527,225415,5.0
5995,225415,4.0
858,225415,5.0
260,225415,2.0
2762,225415,5.0
4973,225415,3.0
2028,225415,5.0
2324,225415,5.0
2324,225415,5.0
6016,225415,3.0
318,225415,5.0
2959,225415,4.0
260,225415,2.0
2028,225415,5.0
150,262274,5.0
349,262274,4.0
344,262274,4.0
300,262274,4.0
253,262274,3.0
231,262274,3.0
296,262274,5.0
380,262274,4.0
349,262274,4.0
339,262274,4.0
434,262274,4.0
329,262274,3.0
588,262274,4.0
231,262274,3.0
161,262274,3.0
296,262274,5.0
339,262274,4.0
344,262274,4.0
150,262274,5.0
165,262274,4.0
329,262274,3.0
292,262274,4.0
590,262274,4.0
318,262274,5.0
318,262274,5.0
316,262274,3.0
588,262274,4.0
316,262274,3.0
153,262274,3.0
292,262274,4.0
165,262274,4.0
590,262274,4.0
592,262274,3.0
380,262274,4.0
592,262274,3.0
161,262274,3.0
595,262274,3.0
253,262274,3.0
595,262274,3.0
300,262274,4.0
153,262274,3.0
434,262274,4.0
318,28810,3.5
858,28810,3.5
296,28810,4.0
6016,28810,1.0
527,28810,3.5
58559,28810,5.0
68954,28810,4.0
6016,28810,1.0
2959,28810,3.5
527,28810,3.5
858,28810,3.5
58559,28810,5.0
2959,28810,3.5
593,28810,4.0
68954,28810,4.0
296,28810,4.0
593,28810,4.0
318,28810,3.5
1722,16524,3.0
2023,16524,4.0
1722,16524,3.0
2023,16524,4.0
858,16524,4.0
858,16524,4.0
1961,143,4.0
858,143,3.0
858,143,3.0
1961,143,4.0
110,90261,4.0
110,90261,4.0
858,90261,5.0
858,90261,5.0
2028,90261,5.0
2028,90261,5.0
5995,8344,3.0
2762,8344,3.5
8961,8344,4.0
2959,8344,4.0
6016,8344,2.0
296,8344,4.0
68954,8344,5.0
593,8344,5.0
68954,8344,5.0
5995,8344,3.0
1645,8344,5.0
318,8344,4.0
4226,8344,4.5
253,8344,4.0
296,8344,4.0
2019,8344,3.0
858,8344,4.5
903,8344,5.0
4886,8344,4.0
2959,8344,4.0
318,8344,4.0
750,8344,1.5
8961,8344,4.0
593,8344,5.0
750,8344,1.5
1682,8344,3.5
4886,8344,4.0
903,8344,5.0
6016,8344,2.0
2762,8344,3.5
1682,8344,3.5
3578,8344,5.0
1645,8344,5.0
253,8344,4.0
858,8344,4.5
3578,8344,5.0
2019,8344,3.0
4226,8344,4.5
4034,270492,5.0
4025,270492,2.0
1961,270492,3.0
4034,270492,5.0
4025,270492,2.0
1961,270492,3.0
3052,16541,4.0
3052,16541,4.0
260,16541,5.0
780,16541,4.0
260,16541,5.0
780,16541,4.0
260,192675,3.5
58559,192675,5.0
110,192675,4.5
318,192675,5.0
780,192675,5.0
780,192675,5.0
480,192675,4.5
296,192675,4.5
58559,192675,5.0
110,192675,4.5
318,192675,5.0
527,192675,3.5
296,192675,4.5
260,192675,3.5
527,192675,3.5
480,192675,4.5
5618,213154,5.0
5618,213154,5.0
4979,213154,4.0
337,213154,4.0
4979,213154,4.0
337,213154,4.0
780,94371,3.0
648,94371,3.0
708,94371,2.0
3,94371,3.0
6,94371,3.0
494,94371,3.0
708,94371,2.0
788,94371,3.0
3,94371,3.0
494,94371,3.0
648,94371,3.0
62,94371,4.0
62,94371,4.0
788,94371,3.0
95,94371,3.0
6,94371,3.0
780,94371,3.0
95,94371,3.0
593,73890,5.0
8368,73890,1.0
74458,73890,3.0
4993,73890,2.0
